report_id,disaster_type,location,latitude,longitude,report_timestamp,report_text
187,Tornado,"Anchorage, AK",27.451588711780914,-92.73528118246756,2024-07-02,"Tornado sighted near Anchorage, AK. Extensive damage reported to homes and infrastructure."
188,Volcanic Eruption,"Houston, TX",40.80861150897864,-114.36183181005609,2024-10-10,"Volcanic eruption at Houston, TX causing ashfall and air quality issues."
189,Severe Storm,"New Orleans, LA",47.627947393918284,-97.94272133268345,2024-07-28,"Severe storms hitting New Orleans, LA. Power outages and property damage widespread."
190,Landslide,"Seattle, WA",44.413203079271874,-91.90840666160557,2024-10-30,"Landslide has blocked major roads near Seattle, WA. Emergency crews responding."
191,Wildfire,"San Francisco, CA",26.834004626513234,-74.0262667366344,2024-10-22,"Wildfire spreading quickly through San Francisco, CA. Evacuations underway."
192,Landslide,"Houston, TX",31.704825134433193,-96.60133078439577,2024-04-06,"Landslide has blocked major roads near Houston, TX. Emergency crews responding."
193,Winter Storm,"Seattle, WA",47.327653236107764,-72.03719431200057,2024-07-26,"Intense winter storm affecting Seattle, WA. Heavy snowfall and travel disruptions."
194,Flood,"Anchorage, AK",31.073402387218827,-85.21341023761534,2024-05-16,"Heavy flooding reported near Anchorage, AK. Water level rising rapidly, roads impassable."
195,Severe Storm,"Denver, CO",43.74809017088606,-116.91705527983339,2024-07-02,"Severe storms hitting Denver, CO. Power outages and property damage widespread."
196,Winter Storm,"Portland, OR",44.80317270228889,-66.29609920981952,2024-03-16,"Intense winter storm affecting Portland, OR. Heavy snowfall and travel disruptions."
197,Tornado,"San Francisco, CA",36.89085048306356,-93.89327301551916,2024-10-13,"Tornado sighted near San Francisco, CA. Extensive damage reported to homes and infrastructure."
198,Wildfire,"Houston, TX",34.27237383635957,-101.88036051186435,2024-05-21,"Wildfire spreading quickly through Houston, TX. Evacuations underway."
199,Earthquake,"Los Angeles, CA",35.80298637807423,-86.11228789629794,2024-08-24,"Earthquake felt strongly around Los Angeles, CA. Significant structural damage observed."
200,Severe Storm,"Seattle, WA",30.44715266476874,-118.5752944751187,2024-01-25,"Severe storms hitting Seattle, WA. Power outages and property damage widespread."
201,Severe Storm,"Portland, OR",46.34538198709226,-87.4442198415521,2024-10-16,"Severe storms hitting Portland, OR. Power outages and property damage widespread."
202,Flood,"San Francisco, CA",35.81487176151419,-95.6040759705429,2024-03-07,"Heavy flooding reported near San Francisco, CA. Water level rising rapidly, roads impassable."
203,Extreme Heat,"Anchorage, AK",46.17902657094639,-101.00622987008359,2024-09-06,"Extreme heat wave in Anchorage, AK causing heat-related illnesses. Precautions advised."
204,Severe Storm,"New Orleans, LA",27.536643517750576,-68.77181875044495,2024-04-27,"Severe storms hitting New Orleans, LA. Power outages and property damage widespread."
205,Hurricane,"Seattle, WA",48.71860650400315,-94.17015671280886,2024-03-13,"Hurricane conditions intensifying at Seattle, WA. Severe winds and rainfall recorded."
206,Wildfire,"Anchorage, AK",35.638554098646836,-112.07206871127363,2024-10-08,"Wildfire spreading quickly through Anchorage, AK. Evacuations underway."
207,Wildfire,"San Francisco, CA",26.147939689458532,-97.92115471673938,2024-12-25,"Wildfire spreading quickly through San Francisco, CA. Evacuations underway."
208,Hurricane,"Seattle, WA",25.912524357698917,-70.75614313021231,2024-01-10,"Hurricane conditions intensifying at Seattle, WA. Severe winds and rainfall recorded."
209,Volcanic Eruption,"Portland, OR",42.908974179564126,-114.61036719149492,2024-07-29,"Volcanic eruption at Portland, OR causing ashfall and air quality issues."
210,Hurricane,"San Francisco, CA",40.81685282088834,-112.37653471739402,2024-11-18,"Hurricane conditions intensifying at San Francisco, CA. Severe winds and rainfall recorded."
211,Hurricane,"New York, NY",44.2511333950621,-124.23125550233206,2024-05-31,"Hurricane conditions intensifying at New York, NY. Severe winds and rainfall recorded."
212,Wildfire,"Houston, TX",27.528820814867345,-124.16278708564974,2024-01-05,"Wildfire spreading quickly through Houston, TX. Evacuations underway."
213,Landslide,"Portland, OR",25.853700808853162,-76.06589400944776,2024-07-13,"Landslide has blocked major roads near Portland, OR. Emergency crews responding."
214,Wildfire,"Seattle, WA",37.20590294674189,-81.8047661962656,2024-10-09,"Wildfire spreading quickly through Seattle, WA. Evacuations underway."
215,Extreme Heat,"New Orleans, LA",34.302285555586465,-104.05257766933445,2024-04-22,"Extreme heat wave in New Orleans, LA causing heat-related illnesses. Precautions advised."
216,Flood,"Anchorage, AK",36.08672648010294,-83.79964172357322,2024-09-27,"Heavy flooding reported near Anchorage, AK. Water level rising rapidly, roads impassable."
217,Winter Storm,"Los Angeles, CA",48.79812181288658,-101.68285034771176,2024-06-11,"Intense winter storm affecting Los Angeles, CA. Heavy snowfall and travel disruptions."
218,Landslide,"Anchorage, AK",48.29799898409608,-68.77908903612817,2024-04-14,"Landslide has blocked major roads near Anchorage, AK. Emergency crews responding."
219,Earthquake,"Seattle, WA",47.615569352156626,-67.94389179586395,2024-06-29,"Earthquake felt strongly around Seattle, WA. Significant structural damage observed."
220,Winter Storm,"Anchorage, AK",43.81222424242417,-101.82516722724874,2024-02-13,"Intense winter storm affecting Anchorage, AK. Heavy snowfall and travel disruptions."
221,Flood,"Houston, TX",33.516192646165365,-74.60090752588879,2024-10-08,"Heavy flooding reported near Houston, TX. Water level rising rapidly, roads impassable."
222,Extreme Heat,"San Francisco, CA",34.89114232630652,-79.3877465398495,2024-06-23,"Extreme heat wave in San Francisco, CA causing heat-related illnesses. Precautions advised."
223,Extreme Heat,"Los Angeles, CA",38.19078504925419,-106.71000370686443,2024-06-10,"Extreme heat wave in Los Angeles, CA causing heat-related illnesses. Precautions advised."
224,Earthquake,"Miami, FL",44.93282695371616,-111.30965009483475,2024-12-16,"Earthquake felt strongly around Miami, FL. Significant structural damage observed."
225,Landslide,"Seattle, WA",26.649107980438426,-97.9641556268228,2024-12-05,"Landslide has blocked major roads near Seattle, WA. Emergency crews responding."
226,Volcanic Eruption,"Denver, CO",35.183125261237315,-78.90041840375002,2024-05-19,"Volcanic eruption at Denver, CO causing ashfall and air quality issues."
227,Hurricane,"Miami, FL",26.982823923022448,-68.35010070100401,2024-05-11,"Hurricane conditions intensifying at Miami, FL. Severe winds and rainfall recorded."
228,Landslide,"Anchorage, AK",37.35178207776428,-79.94883493687222,2024-03-27,"Landslide has blocked major roads near Anchorage, AK. Emergency crews responding."
229,Volcanic Eruption,"Seattle, WA",46.57361977614965,-74.54278788391616,2024-06-24,"Volcanic eruption at Seattle, WA causing ashfall and air quality issues."
230,Extreme Heat,"New York, NY",43.77963818953451,-89.41920593593952,2024-07-01,"Extreme heat wave in New York, NY causing heat-related illnesses. Precautions advised."
231,Wildfire,"Denver, CO",30.468218021034637,-75.71093798031458,2024-05-08,"Wildfire spreading quickly through Denver, CO. Evacuations underway."
232,Flood,"Los Angeles, CA",48.42378039037102,-78.71916937779835,2024-09-02,"Heavy flooding reported near Los Angeles, CA. Water level rising rapidly, roads impassable."
233,Earthquake,"New Orleans, LA",41.01640955311428,-102.75785302634948,2024-03-29,"Earthquake felt strongly around New Orleans, LA. Significant structural damage observed."
234,Flood,"New York, NY",25.250264785537674,-92.43257217487746,2024-03-06,"Heavy flooding reported near New York, NY. Water level rising rapidly, roads impassable."
235,Tornado,"Miami, FL",31.12992363244527,-77.51956580260801,2024-06-06,"Tornado sighted near Miami, FL. Extensive damage reported to homes and infrastructure."
236,Tornado,"San Francisco, CA",31.257119198077998,-122.28265268279257,2024-05-28,"Tornado sighted near San Francisco, CA. Extensive damage reported to homes and infrastructure."
237,Landslide,"Houston, TX",26.66210335086064,-77.32332234100603,2024-12-05,"Landslide has blocked major roads near Houston, TX. Emergency crews responding."
238,Extreme Heat,"New Orleans, LA",48.0358364338223,-114.50460068110762,2024-04-25,"Extreme heat wave in New Orleans, LA causing heat-related illnesses. Precautions advised."
239,Extreme Heat,"New York, NY",36.47812706982217,-94.6336665898351,2024-08-01,"Extreme heat wave in New York, NY causing heat-related illnesses. Precautions advised."
240,Hurricane,"San Francisco, CA",46.49955033692517,-77.31174906619968,2024-10-20,"Hurricane conditions intensifying at San Francisco, CA. Severe winds and rainfall recorded."
241,Hurricane,"San Francisco, CA",32.73317208267108,-110.024556388755,2024-09-09,"Hurricane conditions intensifying at San Francisco, CA. Severe winds and rainfall recorded."
242,Hurricane,"Seattle, WA",28.005605690387853,-110.49736108093697,2024-05-22,"Hurricane conditions intensifying at Seattle, WA. Severe winds and rainfall recorded."
243,Wildfire,"New York, NY",36.38406663774913,-101.23690049072714,2024-09-06,"Wildfire spreading quickly through New York, NY. Evacuations underway."
244,Winter Storm,"Los Angeles, CA",27.734959233143613,-72.21607494291956,2024-10-28,"Intense winter storm affecting Los Angeles, CA. Heavy snowfall and travel disruptions."
245,Severe Storm,"Anchorage, AK",36.66437207146096,-124.97387589520474,2024-01-25,"Severe storms hitting Anchorage, AK. Power outages and property damage widespread."
246,Winter Storm,"Denver, CO",47.08713234926579,-71.81839729812583,2024-10-03,"Intense winter storm affecting Denver, CO. Heavy snowfall and travel disruptions."
247,Flood,"Denver, CO",37.49843540402111,-115.92538554614514,2024-03-10,"Heavy flooding reported near Denver, CO. Water level rising rapidly, roads impassable."
248,Winter Storm,"Miami, FL",39.795993445482004,-66.58490381201855,2024-04-22,"Intense winter storm affecting Miami, FL. Heavy snowfall and travel disruptions."
249,Wildfire,"Miami, FL",28.7593224873714,-68.66402741073038,2024-12-28,"Wildfire spreading quickly through Miami, FL. Evacuations underway."
250,Flood,"Denver, CO",26.049655021119268,-95.81416381411428,2024-04-21,"Heavy flooding reported near Denver, CO. Water level rising rapidly, roads impassable."
251,Winter Storm,"Los Angeles, CA",27.659391092315367,-94.74950537905494,2024-12-29,"Intense winter storm affecting Los Angeles, CA. Heavy snowfall and travel disruptions."
252,Wildfire,"Houston, TX",39.36475781642478,-96.5885889237246,2024-10-29,"Wildfire spreading quickly through Houston, TX. Evacuations underway."
253,Severe Storm,"Portland, OR",27.280280775815314,-87.50882490608817,2024-03-31,"Severe storms hitting Portland, OR. Power outages and property damage widespread."
254,Winter Storm,"Anchorage, AK",34.02382935859147,-119.64741956813907,2024-01-18,"Intense winter storm affecting Anchorage, AK. Heavy snowfall and travel disruptions."
255,Wildfire,"Houston, TX",38.20220657099574,-123.07554104784758,2024-05-28,"Wildfire spreading quickly through Houston, TX. Evacuations underway."
256,Hurricane,"Seattle, WA",34.32766716711633,-121.59552722346197,2024-08-14,"Hurricane conditions intensifying at Seattle, WA. Severe winds and rainfall recorded."
257,Extreme Heat,"Portland, OR",28.928411235167236,-98.78244439475066,2024-08-01,"Extreme heat wave in Portland, OR causing heat-related illnesses. Precautions advised."
258,Hurricane,"Portland, OR",31.570991380338555,-108.74267158605048,2024-12-25,"Hurricane conditions intensifying at Portland, OR. Severe winds and rainfall recorded."
259,Extreme Heat,"New York, NY",47.27962078836585,-88.29966582011136,2024-05-30,"Extreme heat wave in New York, NY causing heat-related illnesses. Precautions advised."
260,Earthquake,"Los Angeles, CA",41.22357461407253,-66.44590492688803,2024-07-10,"Earthquake felt strongly around Los Angeles, CA. Significant structural damage observed."
261,Earthquake,"Los Angeles, CA",36.90514812831728,-102.20693278848852,2024-02-09,"Earthquake felt strongly around Los Angeles, CA. Significant structural damage observed."
262,Earthquake,"Portland, OR",25.305157359685445,-91.14336600783372,2024-08-29,"Earthquake felt strongly around Portland, OR. Significant structural damage observed."
263,Severe Storm,"New York, NY",48.81796961174729,-100.4793701414672,2024-05-17,"Severe storms hitting New York, NY. Power outages and property damage widespread."
264,Hurricane,"Anchorage, AK",41.11491843747144,-75.0109716044103,2024-12-10,"Hurricane conditions intensifying at Anchorage, AK. Severe winds and rainfall recorded."
265,Extreme Heat,"Portland, OR",32.606139456278676,-71.76805219572796,2024-06-28,"Extreme heat wave in Portland, OR causing heat-related illnesses. Precautions advised."
266,Wildfire,"New Orleans, LA",46.10244783994811,-73.23601887988966,2024-07-18,"Wildfire spreading quickly through New Orleans, LA. Evacuations underway."
267,Flood,"Miami, FL",31.202358887003633,-67.5120379179238,2024-07-21,"Heavy flooding reported near Miami, FL. Water level rising rapidly, roads impassable."
268,Wildfire,"Miami, FL",38.05639790038604,-123.3763680767155,2024-03-01,"Wildfire spreading quickly through Miami, FL. Evacuations underway."
269,Flood,"Houston, TX",40.2656983295158,-75.45084643341367,2024-07-10,"Heavy flooding reported near Houston, TX. Water level rising rapidly, roads impassable."
270,Tornado,"Seattle, WA",30.305520914889485,-80.6454417906935,2024-01-05,"Tornado sighted near Seattle, WA. Extensive damage reported to homes and infrastructure."
271,Wildfire,"Miami, FL",48.4815346912143,-111.50702984537848,2024-08-24,"Wildfire spreading quickly through Miami, FL. Evacuations underway."
272,Winter Storm,"San Francisco, CA",42.95660574349594,-68.57711449013587,2024-06-29,"Intense winter storm affecting San Francisco, CA. Heavy snowfall and travel disruptions."
273,Winter Storm,"Houston, TX",38.38751741226568,-116.25750223443322,2024-11-06,"Intense winter storm affecting Houston, TX. Heavy snowfall and travel disruptions."
274,Landslide,"Miami, FL",29.33427035620722,-84.90655429909941,2024-02-06,"Landslide has blocked major roads near Miami, FL. Emergency crews responding."
275,Hurricane,"Seattle, WA",26.292596967952626,-111.73147720786116,2024-02-25,"Hurricane conditions intensifying at Seattle, WA. Severe winds and rainfall recorded."
276,Flood,"Los Angeles, CA",32.6814359805036,-99.54854172232959,2024-08-24,"Heavy flooding reported near Los Angeles, CA. Water level rising rapidly, roads impassable."
277,Flood,"Los Angeles, CA",43.07649606192167,-82.56956608027043,2024-12-23,"Heavy flooding reported near Los Angeles, CA. Water level rising rapidly, roads impassable."
278,Hurricane,"Anchorage, AK",31.4639511592486,-91.76384612005025,2024-12-14,"Hurricane conditions intensifying at Anchorage, AK. Severe winds and rainfall recorded."
279,Severe Storm,"Portland, OR",37.94934929189212,-99.7773919516414,2024-07-15,"Severe storms hitting Portland, OR. Power outages and property damage widespread."
280,Landslide,"New Orleans, LA",42.47073224153783,-105.74603257501275,2024-03-13,"Landslide has blocked major roads near New Orleans, LA. Emergency crews responding."
281,Severe Storm,"Los Angeles, CA",27.590649151515144,-75.46008031318138,2024-02-28,"Severe storms hitting Los Angeles, CA. Power outages and property damage widespread."
282,Severe Storm,"New York, NY",41.44715238678096,-116.51495333142599,2024-08-27,"Severe storms hitting New York, NY. Power outages and property damage widespread."
283,Severe Storm,"Miami, FL",27.204901305041073,-99.62393028474179,2024-01-02,"Severe storms hitting Miami, FL. Power outages and property damage widespread."
284,Hurricane,"New York, NY",48.16311381104792,-71.6783032652666,2024-12-25,"Hurricane conditions intensifying at New York, NY. Severe winds and rainfall recorded."
285,Severe Storm,"Seattle, WA",36.72145912155855,-75.09487652286191,2024-07-06,"Severe storms hitting Seattle, WA. Power outages and property damage widespread."
286,Winter Storm,"Los Angeles, CA",28.616226585037058,-101.34443601409025,2024-11-02,"Intense winter storm affecting Los Angeles, CA. Heavy snowfall and travel disruptions."
287,Earthquake,"New Orleans, LA",33.21720726480511,-79.9766065475228,2024-01-30,"Earthquake felt strongly around New Orleans, LA. Significant structural damage observed."
288,Tornado,"Seattle, WA",34.92199478308628,-76.4335109881773,2024-09-23,"Tornado sighted near Seattle, WA. Extensive damage reported to homes and infrastructure."
289,Flood,"San Francisco, CA",43.1964402658369,-72.55564198378585,2024-04-17,"Heavy flooding reported near San Francisco, CA. Water level rising rapidly, roads impassable."
290,Flood,"San Francisco, CA",42.842170865838625,-92.87415962609555,2024-11-27,"Heavy flooding reported near San Francisco, CA. Water level rising rapidly, roads impassable."
291,Tornado,"New York, NY",39.686572128095946,-112.936807722772,2024-03-30,"Tornado sighted near New York, NY. Extensive damage reported to homes and infrastructure."
292,Hurricane,"Portland, OR",27.54233710140383,-109.93676448626803,2024-07-23,"Hurricane conditions intensifying at Portland, OR. Severe winds and rainfall recorded."
293,Wildfire,"Houston, TX",28.637664918104164,-107.55401423154535,2024-08-07,"Wildfire spreading quickly through Houston, TX. Evacuations underway."
294,Hurricane,"Portland, OR",27.25016609549336,-89.96565363223269,2024-04-03,"Hurricane conditions intensifying at Portland, OR. Severe winds and rainfall recorded."
295,Flood,"Anchorage, AK",38.8521467989012,-123.0642321764121,2024-04-12,"Heavy flooding reported near Anchorage, AK. Water level rising rapidly, roads impassable."
296,Flood,"Portland, OR",46.05132259627369,-87.47349434198188,2024-08-10,"Heavy flooding reported near Portland, OR. Water level rising rapidly, roads impassable."
297,Tornado,"Anchorage, AK",35.41121229411452,-103.50309993273432,2024-07-04,"Tornado sighted near Anchorage, AK. Extensive damage reported to homes and infrastructure."
298,Severe Storm,"Anchorage, AK",28.86035617498591,-107.58073365311111,2024-07-02,"Severe storms hitting Anchorage, AK. Power outages and property damage widespread."
299,Hurricane,"New Orleans, LA",38.39301580357521,-73.10970232704054,2024-06-10,"Hurricane conditions intensifying at New Orleans, LA. Severe winds and rainfall recorded."
300,Extreme Heat,"Los Angeles, CA",44.48205320477704,-97.85985866073287,2024-09-03,"Extreme heat wave in Los Angeles, CA causing heat-related illnesses. Precautions advised."
301,Tornado,"New Orleans, LA",42.801089476310324,-119.39187031357113,2024-01-31,"Tornado sighted near New Orleans, LA. Extensive damage reported to homes and infrastructure."
302,Winter Storm,"Anchorage, AK",46.15481871220051,-76.22194068645143,2024-02-21,"Intense winter storm affecting Anchorage, AK. Heavy snowfall and travel disruptions."
303,Flood,"Seattle, WA",31.66965033397283,-122.18916581124611,2024-12-10,"Heavy flooding reported near Seattle, WA. Water level rising rapidly, roads impassable."
304,Tornado,"San Francisco, CA",29.654892814426596,-82.12179577407639,2024-03-16,"Tornado sighted near San Francisco, CA. Extensive damage reported to homes and infrastructure."
305,Hurricane,"Anchorage, AK",46.11559566260653,-79.33953291553075,2024-10-04,"Hurricane conditions intensifying at Anchorage, AK. Severe winds and rainfall recorded."
306,Flood,"New Orleans, LA",40.78144750667255,-104.19644625019737,2024-02-09,"Heavy flooding reported near New Orleans, LA. Water level rising rapidly, roads impassable."
307,Wildfire,"Seattle, WA",32.4622943201813,-76.33751647961058,2024-04-10,"Wildfire spreading quickly through Seattle, WA. Evacuations underway."
308,Tornado,"New Orleans, LA",42.81635321374022,-94.57609505446925,2024-04-20,"Tornado sighted near New Orleans, LA. Extensive damage reported to homes and infrastructure."
309,Landslide,"Portland, OR",44.56284122752883,-97.66567445690498,2024-11-16,"Landslide has blocked major roads near Portland, OR. Emergency crews responding."
310,Flood,"Miami, FL",39.759477768187175,-122.32120639334714,2024-09-05,"Heavy flooding reported near Miami, FL. Water level rising rapidly, roads impassable."
311,Hurricane,"New York, NY",41.50921863711796,-107.88827757471455,2024-07-09,"Hurricane conditions intensifying at New York, NY. Severe winds and rainfall recorded."
312,Earthquake,"Houston, TX",34.00623770662399,-70.07041171776731,2024-06-30,"Earthquake felt strongly around Houston, TX. Significant structural damage observed."
313,Extreme Heat,"New Orleans, LA",37.928696016232934,-101.8823861662735,2024-11-30,"Extreme heat wave in New Orleans, LA causing heat-related illnesses. Precautions advised."
314,Volcanic Eruption,"Houston, TX",37.5798200974279,-92.74466928715067,2024-07-27,"Volcanic eruption at Houston, TX causing ashfall and air quality issues."
315,Severe Storm,"Denver, CO",45.35314698713853,-93.61072093992914,2024-01-22,"Severe storms hitting Denver, CO. Power outages and property damage widespread."
316,Volcanic Eruption,"New Orleans, LA",45.15913552677238,-90.1645657004611,2024-06-14,"Volcanic eruption at New Orleans, LA causing ashfall and air quality issues."
317,Hurricane,"Miami, FL",44.984331264329036,-121.38147361704632,2024-04-08,"Hurricane conditions intensifying at Miami, FL. Severe winds and rainfall recorded."
318,Winter Storm,"Houston, TX",25.26475874229918,-103.63160096687503,2024-07-26,"Intense winter storm affecting Houston, TX. Heavy snowfall and travel disruptions."
319,Winter Storm,"Anchorage, AK",42.989091627253316,-82.3354318409293,2024-01-08,"Intense winter storm affecting Anchorage, AK. Heavy snowfall and travel disruptions."
320,Earthquake,"New Orleans, LA",43.20823336266412,-113.16694518669401,2024-07-08,"Earthquake felt strongly around New Orleans, LA. Significant structural damage observed."
321,Severe Storm,"Los Angeles, CA",41.28109174852341,-112.98887572476474,2024-06-23,"Severe storms hitting Los Angeles, CA. Power outages and property damage widespread."
322,Landslide,"New York, NY",43.15035178939486,-124.40465420534754,2024-09-29,"Landslide has blocked major roads near New York, NY. Emergency crews responding."
323,Earthquake,"Miami, FL",45.20728891592101,-99.18856633011563,2024-01-17,"Earthquake felt strongly around Miami, FL. Significant structural damage observed."
324,Volcanic Eruption,"Houston, TX",36.28765729844285,-72.9186715402681,2024-03-30,"Volcanic eruption at Houston, TX causing ashfall and air quality issues."
325,Earthquake,"Miami, FL",37.04920512372273,-121.93784432834877,2024-05-20,"Earthquake felt strongly around Miami, FL. Significant structural damage observed."
326,Volcanic Eruption,"Seattle, WA",27.993137365873373,-113.72399613973585,2024-05-24,"Volcanic eruption at Seattle, WA causing ashfall and air quality issues."
327,Flood,"New York, NY",34.249021193136684,-106.70501223777745,2024-06-14,"Heavy flooding reported near New York, NY. Water level rising rapidly, roads impassable."
328,Winter Storm,"Anchorage, AK",40.440764317882824,-81.82824054271144,2024-12-02,"Intense winter storm affecting Anchorage, AK. Heavy snowfall and travel disruptions."
329,Flood,"New Orleans, LA",43.72959462753459,-87.20250002464739,2024-03-18,"Heavy flooding reported near New Orleans, LA. Water level rising rapidly, roads impassable."
330,Extreme Heat,"New Orleans, LA",30.213018344589052,-100.45930962967056,2024-09-18,"Extreme heat wave in New Orleans, LA causing heat-related illnesses. Precautions advised."
331,Severe Storm,"New Orleans, LA",28.30774957982165,-80.21493258375583,2024-06-11,"Severe storms hitting New Orleans, LA. Power outages and property damage widespread."
332,Landslide,"New York, NY",40.91300810801181,-89.03177031224278,2024-01-14,"Landslide has blocked major roads near New York, NY. Emergency crews responding."
333,Volcanic Eruption,"Los Angeles, CA",25.045117204597855,-72.13359282022407,2024-08-26,"Volcanic eruption at Los Angeles, CA causing ashfall and air quality issues."
334,Landslide,"Denver, CO",29.280942023375914,-76.73642180081711,2024-03-12,"Landslide has blocked major roads near Denver, CO. Emergency crews responding."
335,Volcanic Eruption,"San Francisco, CA",25.69771312825489,-110.08399724073716,2024-05-22,"Volcanic eruption at San Francisco, CA causing ashfall and air quality issues."
336,Hurricane,"Portland, OR",29.005242828516902,-108.98512391958218,2024-11-05,"Hurricane conditions intensifying at Portland, OR. Severe winds and rainfall recorded."
337,Earthquake,"Houston, TX",29.351662718212125,-117.60396792824925,2024-10-09,"Earthquake felt strongly around Houston, TX. Significant structural damage observed."
338,Extreme Heat,"Los Angeles, CA",34.30416627400946,-105.11908118267007,2024-09-25,"Extreme heat wave in Los Angeles, CA causing heat-related illnesses. Precautions advised."
339,Winter Storm,"Anchorage, AK",34.65585099247734,-66.02690879557343,2024-08-28,"Intense winter storm affecting Anchorage, AK. Heavy snowfall and travel disruptions."
340,Volcanic Eruption,"Houston, TX",45.982299294645706,-101.0606810517114,2024-09-01,"Volcanic eruption at Houston, TX causing ashfall and air quality issues."
341,Landslide,"New Orleans, LA",37.242633099971805,-111.99118235334272,2024-06-11,"Landslide has blocked major roads near New Orleans, LA. Emergency crews responding."
342,Extreme Heat,"Miami, FL",42.36171437469487,-80.01350981594237,2024-02-29,"Extreme heat wave in Miami, FL causing heat-related illnesses. Precautions advised."
343,Wildfire,"Anchorage, AK",27.4992965900869,-92.99421079570328,2024-01-06,"Wildfire spreading quickly through Anchorage, AK. Evacuations underway."
344,Wildfire,"Houston, TX",30.410530131128652,-116.1735144779098,2024-07-15,"Wildfire spreading quickly through Houston, TX. Evacuations underway."
345,Flood,"New Orleans, LA",41.87064258348824,-102.53930881150892,2024-02-27,"Heavy flooding reported near New Orleans, LA. Water level rising rapidly, roads impassable."
346,Winter Storm,"Houston, TX",26.267295051244673,-100.54628678317874,2024-10-31,"Intense winter storm affecting Houston, TX. Heavy snowfall and travel disruptions."
347,Hurricane,"Miami, FL",36.67834389385008,-80.5240476664161,2024-08-04,"Hurricane conditions intensifying at Miami, FL. Severe winds and rainfall recorded."
348,Landslide,"New Orleans, LA",39.38485517591042,-123.78038923537764,2024-01-26,"Landslide has blocked major roads near New Orleans, LA. Emergency crews responding."
349,Earthquake,"Denver, CO",39.45149545725955,-109.12784083889969,2024-10-29,"Earthquake felt strongly around Denver, CO. Significant structural damage observed."
350,Earthquake,"Los Angeles, CA",25.55038747043301,-94.4618182223842,2024-01-05,"Earthquake felt strongly around Los Angeles, CA. Significant structural damage observed."
351,Landslide,"Seattle, WA",32.73059210150045,-109.13804219528224,2024-01-20,"Landslide has blocked major roads near Seattle, WA. Emergency crews responding."
352,Severe Storm,"Portland, OR",40.2757756251797,-87.92239120227907,2024-07-16,"Severe storms hitting Portland, OR. Power outages and property damage widespread."
353,Hurricane,"New York, NY",28.57599366758184,-96.56981872279762,2024-02-28,"Hurricane conditions intensifying at New York, NY. Severe winds and rainfall recorded."
354,Extreme Heat,"Portland, OR",41.689975559873275,-103.65909496328474,2024-08-29,"Extreme heat wave in Portland, OR causing heat-related illnesses. Precautions advised."
355,Volcanic Eruption,"Anchorage, AK",42.90220501152819,-68.99669101463978,2024-05-25,"Volcanic eruption at Anchorage, AK causing ashfall and air quality issues."
356,Severe Storm,"Portland, OR",48.56726057070749,-87.70258954799901,2024-09-29,"Severe storms hitting Portland, OR. Power outages and property damage widespread."
357,Volcanic Eruption,"New Orleans, LA",30.036207876553824,-117.33345903619147,2024-09-05,"Volcanic eruption at New Orleans, LA causing ashfall and air quality issues."
358,Volcanic Eruption,"Denver, CO",44.80313602398677,-91.95458985083967,2024-01-14,"Volcanic eruption at Denver, CO causing ashfall and air quality issues."
359,Severe Storm,"Seattle, WA",37.487117846047695,-78.93682066114684,2024-01-13,"Severe storms hitting Seattle, WA. Power outages and property damage widespread."
360,Flood,"Los Angeles, CA",33.96310230746016,-83.19910784792495,2024-02-13,"Heavy flooding reported near Los Angeles, CA. Water level rising rapidly, roads impassable."
361,Wildfire,"Los Angeles, CA",27.937042175804272,-114.84673547157969,2024-01-19,"Wildfire spreading quickly through Los Angeles, CA. Evacuations underway."
362,Volcanic Eruption,"Miami, FL",42.652134555700904,-67.6272200566339,2024-03-03,"Volcanic eruption at Miami, FL causing ashfall and air quality issues."
363,Severe Storm,"New York, NY",30.660582379448492,-98.51999490095025,2024-08-26,"Severe storms hitting New York, NY. Power outages and property damage widespread."
364,Severe Storm,"Houston, TX",33.9141280449531,-115.61752477932458,2024-12-02,"Severe storms hitting Houston, TX. Power outages and property damage widespread."
365,Tornado,"Denver, CO",26.50101344553684,-114.36845050643927,2024-04-09,"Tornado sighted near Denver, CO. Extensive damage reported to homes and infrastructure."
366,Flood,"Houston, TX",44.232805979668456,-119.20413546084426,2024-06-11,"Heavy flooding reported near Houston, TX. Water level rising rapidly, roads impassable."
367,Winter Storm,"Seattle, WA",43.39812457531944,-77.59243160233888,2024-05-01,"Intense winter storm affecting Seattle, WA. Heavy snowfall and travel disruptions."
368,Tornado,"Portland, OR",42.6067799210155,-117.80020083501093,2024-02-13,"Tornado sighted near Portland, OR. Extensive damage reported to homes and infrastructure."
369,Tornado,"Los Angeles, CA",32.186644251805276,-117.61760982863693,2024-12-25,"Tornado sighted near Los Angeles, CA. Extensive damage reported to homes and infrastructure."
370,Landslide,"Seattle, WA",29.163521782382972,-74.82217472911057,2024-11-12,"Landslide has blocked major roads near Seattle, WA. Emergency crews responding."
371,Wildfire,"Portland, OR",40.30127834728552,-104.66835901759399,2024-05-24,"Wildfire spreading quickly through Portland, OR. Evacuations underway."
372,Severe Storm,"Los Angeles, CA",36.907993218717266,-123.17938364582372,2024-11-22,"Severe storms hitting Los Angeles, CA. Power outages and property damage widespread."
